id,c,mask
"3279","2858, 326, 284, 310, 22207, 452, 11339, 15, 2011, 13, 8672, 310, 253, 8877, 407, 1199, 625, 685, 752, 253, 4335, 5020, 273, 9843, 436, 11532, 2586, 15, 952, 476, 8525, 285, 943, 4831, 7875, 13919, 13557, 24033, 15, 3374, 776, 2628, 275, 310, 1708, 281, 273, 1614, 4633, 731, 1329, 15, 715, 1014, 22500, 604, 359, 476, 626, 1818, 490, 67, 1519, 434, 2564, 14501, 13, 359, 476, 13, 665, 588, 6351, 14501, 3473, 432, 253, 253, 11518, 1930, 273, 8672, 13, 3340, 2208, 1580, 1024, 327, 8460, 15, 326, 597, 352, 434, 673, 1472, 275, 2208, 597, 281, 651, 3213, 452, 281, 8028, 625, 15, 33810, 598, 776, 4544, 13, 13, 665, 6057, 417, 604, 490, 281, 67, 1918, 1519, 598, 310, 15, 359, 452, 4270, 598, 1335, 1270, 10254, 4335, 9843, 1996, 15, 281, 436, 1918, 1307, 275, 352, 512, 958, 13, 490, 598, 816, 67, 1519, 984, 490, 434, 2022, 16136, 275, 521, 67, 1211, 3128, 13, 10924, 1519, 1912, 9843, 651, 320, 4691, 30512, 1633, 1614, 33443, 13, 310, 247, 281, 2266, 31409, 14938, 273, 15, 7875, 13919, 15","0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0"
"3280","74, 2858, 3531, 1051, 39438, 1841, 13, 12959, 13, 7808, 2338, 39147, 896, 2584, 715, 253, 2419, 619, 13, 619, 2564, 16893, 2564, 15, 751, 13, 342, 849, 253, 6387, 344, 326, 2546, 12433, 1537, 320, 987, 479, 670, 288, 19636, 562, 273, 15, 253, 4797, 891, 1904, 670, 10156, 626, 253, 971, 34034, 281, 2868, 15, 288, 19636, 651, 513, 326, 15, 521, 5460, 3480, 344, 273, 23027, 672, 3589, 891, 626, 326, 2238, 2183, 779, 273, 637, 15, 670, 253, 4166, 344, 15, 521, 24701, 9734, 281, 3297, 369, 7353, 285, 23374, 285, 18248, 1977, 432, 253, 480, 15, 253, 2477, 1039, 723, 344, 15, 3261, 8927, 387, 13, 479, 891, 285, 1871, 14435, 1869, 344, 2183, 479, 479, 247, 326, 281, 637, 1978, 342, 271, 12130, 9085, 23778, 4571, 626, 479, 4999, 13, 533, 513, 1024, 326, 891, 13876, 604, 15, 344, 2183, 642, 15, 479, 984, 344, 369, 9202, 891, 642, 1871, 1089, 637, 562, 253, 5083, 812, 670, 779, 15223, 15, 253, 253, 12904, 288, 19636, 8003, 891, 1694, 281, 2692, 617, 253, 2419, 13, 15, 352, 816, 3589, 253, 626, 1896, 2897, 4586, 891, 3395, 15, 15","0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0"
"3281","2858, 9133, 273, 7137, 672, 8923, 2326, 275, 347, 1180, 273, 801, 2471, 591, 571, 275, 374, 337, 898, 497, 13900, 13, 1157, 1223, 9411, 13, 1110, 801, 275, 571, 441, 310, 1199, 66, 7197, 15, 281, 497, 5922, 320, 2173, 13, 13, 1180, 273, 7137, 8923, 275, 801, 571, 964, 1024, 581, 778, 1333, 326, 591, 337, 436, 5301, 310, 16593, 13, 1157, 5694, 347, 9411, 591, 3072, 273, 807, 369, 801, 689, 495, 1157, 1223, 571, 310, 326, 275, 441, 670, 66, 577, 369, 1458, 2069, 326, 273, 13, 326, 441, 275, 448, 66, 1758, 369, 15, 5540, 973, 285, 1533, 13, 7137, 7343, 3388, 310, 337, 2471, 2281, 591, 337, 964, 891, 1157, 319, 7815, 13, 359, 403, 1264, 2069, 7197, 745, 685, 273, 253, 801, 1533, 1157, 4314, 673, 7197, 745, 685, 571, 448, 310, 1758, 2761, 1072, 285, 6818, 347, 2069, 326, 7197, 273, 745, 441, 685, 66, 441, 13, 801, 571, 66, 2007, 310, 13, 1903, 801, 571, 8923, 591, 337, 556, 1157, 7815, 1223, 6253, 441, 66, 310, 1249, 1180, 15, 22, 273, 34792, 8923, 8923, 285, 42094, 591, 337, 1157, 8923, 7815, 15, 15","1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0"
"3282","664, 497, 5674, 615, 4052, 3652, 342, 1293, 2509, 667, 253, 5269, 27546, 13, 359, 10345, 626, 4588, 1900, 1475, 281, 269, 423, 745, 3652, 616, 15, 616, 8104, 15, 604, 776, 4466, 2170, 273, 5871, 310, 594, 1142, 13, 8307, 597, 273, 6278, 6574, 13, 359, 476, 403, 760, 4017, 594, 1142, 594, 18430, 7996, 15, 4536, 597, 670, 26903, 352, 6706, 12608, 261, 513, 29406, 15, 342, 253, 42838, 5269, 27546, 984, 352, 253, 760, 643, 4500, 310, 1077, 310, 2471, 15, 1199, 3346, 670, 10390, 597, 452, 285, 1841, 281, 1007, 562, 323, 273, 3746, 984, 604, 359, 403, 417, 1475, 326, 3753, 285, 604, 840, 597, 452, 642, 6055, 15, 597, 368, 452, 13, 273, 20423, 2282, 3095, 13, 616, 1211, 4088, 840, 368, 273, 15233, 3746, 452, 2668, 616, 10390, 13, 285, 352, 533, 651, 1527, 2429, 598, 281, 253, 5269, 27546, 285, 5639, 20998, 3551, 949, 253, 247, 18275, 476, 273, 285, 1841, 273, 326, 3753, 13, 597, 35231, 1053, 15, 626, 1462, 247, 4839, 15","0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1"
"3283","262, 369, 6438, 617, 253, 2419, 4481, 12478, 285, 13, 12445, 703, 1925, 2427, 326, 3707, 323, 281, 253, 4675, 15, 703, 8511, 1882, 4404, 253, 2619, 4481, 598, 690, 45160, 327, 447, 285, 18098, 323, 617, 581, 3101, 1791, 13, 15929, 617, 15, 643, 1943, 25283, 15, 2534, 16231, 369, 617, 2798, 327, 247, 7654, 6196, 3053, 18019, 32251, 594, 275, 703, 617, 9081, 574, 285, 281, 703, 574, 320, 281, 10182, 752, 1379, 247, 1643, 703, 8686, 3676, 6345, 84, 281, 11874, 5972, 15, 28869, 4052, 15, 703, 11617, 703, 369, 2918, 617, 5909, 253, 2914, 3369, 13, 6345, 323, 45160, 253, 447, 1385, 273, 1264, 275, 840, 1097, 39372, 352, 3564, 1078, 672, 253, 8871, 598, 4481, 253, 3053, 33802, 15, 4481, 15","1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1"
"3284","262, 434, 1633, 359, 69, 1871, 10062, 670, 613, 1078, 13818, 13, 285, 352, 15, 434, 271, 4743, 891, 574, 644, 1220, 2590, 670, 15, 891, 4692, 13, 13876, 604, 703, 6566, 479, 891, 13, 2167, 1239, 15, 33454, 891, 5476, 13, 5717, 368, 13, 432, 323, 253, 3345, 13, 619, 44915, 281, 634, 2898, 281, 1014, 22773, 1908, 275, 4804, 3095, 776, 747, 4455, 751, 271, 9129, 27086, 1255, 2892, 281, 815, 69, 2086, 15, 417, 15105, 272, 281, 8416, 2118, 327, 15, 275, 6612, 13, 891, 15331, 13, 253, 352, 369, 247, 44915, 281, 320, 4857, 8513, 4830, 13, 285, 253, 281, 2829, 5177, 285, 1614, 619, 2454, 366, 619, 281, 1495, 15, 22502, 15, 37598, 13, 1841, 37598, 497, 1199, 19554, 13, 2014, 15, 37598, 15","0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1"
"3285","74, 6689, 268, 483, 1353, 7016, 264, 402, 29879, 672, 19708, 5082, 626, 3523, 594, 15, 703, 812, 2940, 1475, 2069, 891, 1833, 6278, 275, 747, 340, 1056, 1064, 352, 2846, 598, 281, 368, 15, 13, 891, 9023, 402, 15, 597, 1160, 616, 29879, 1039, 896, 281, 253, 13, 627, 260, 1041, 2259, 640, 17699, 403, 594, 285, 1142, 19708, 294, 9583, 952, 627, 253, 275, 673, 14174, 581, 13, 18319, 1659, 326, 952, 34991, 403, 11485, 19496, 272, 715, 1016, 643, 15, 368, 651, 320, 8344, 987, 1977, 347, 1633, 11555, 15, 253, 731, 2208, 896, 715, 273, 436, 253, 673, 807, 495, 12522, 310, 2581, 15, 2819, 387, 46197, 253, 285, 651, 3164, 1158, 368, 8704, 497, 690, 2659, 2238, 273, 23019, 285, 14611, 13, 359, 344, 4571, 626, 1361, 651, 533, 4366, 326, 253, 1824, 2308, 320, 275, 4092, 7596, 15, 1339, 434, 755, 896, 275, 327, 253, 12927, 3540, 497, 3012, 281, 14471, 2406, 1349, 685, 335, 597, 497, 15, 1309, 521, 673, 15","1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1"
"3286","1206, 1993, 352, 1974, 465, 969, 2335, 376, 1316, 310, 479, 247, 25279, 1107, 46698, 2488, 342, 2067, 18109, 281, 3630, 285, 5167, 9674, 2206, 1215, 19204, 327, 285, 619, 4382, 3924, 7120, 323, 1529, 275, 5093, 3379, 15, 390, 4314, 1078, 891, 25189, 703, 310, 671, 18685, 271, 352, 9558, 13, 969, 323, 6423, 285, 19529, 9732, 15, 703, 6556, 15, 247, 1014, 2167, 270, 15, 352, 264, 310, 417, 4248, 432, 619, 806, 253, 9835, 686, 15855, 8, 4460, 273, 256, 13, 1945, 46738, 285, 13, 352, 310, 846, 12976, 1740, 1335, 253, 2151, 13, 1024, 31951, 275, 806, 270, 902, 763, 847, 891, 6312, 15, 3561, 352, 588, 571, 1900, 13, 2186, 247, 2714, 476, 1659, 2960, 15, 275, 619, 2798, 15","1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0"
"3287","9131, 783, 253, 278, 2679, 9539, 442, 858, 2210, 1066, 13, 703, 417, 4802, 342, 581, 1652, 5006, 1557, 275, 665, 703, 253, 9539, 369, 15, 344, 13, 369, 253, 752, 703, 760, 581, 326, 4455, 281, 320, 574, 275, 6966, 670, 253, 2218, 2862, 14562, 40132, 1078, 13, 390, 779, 15, 672, 344, 8344, 703, 369, 604, 703, 29774, 2819, 281, 3150, 387, 779, 323, 352, 13, 15, 597, 344, 14205, 816, 521, 3078, 1481, 15, 703, 13876, 247, 752, 344, 3543, 4709, 13, 14855, 2740, 13, 432, 14816, 616, 752, 858, 1211, 352, 26007, 2647, 1078, 703, 613, 812, 35698, 494, 1529, 1869, 13, 703, 25368, 281, 4852, 320, 285, 15, 816, 751, 326, 13, 342, 253, 289, 604, 352, 438, 273, 247, 2335, 1481, 617, 10636, 13, 281, 352, 369, 1056, 731, 512, 689, 253, 1928, 1161, 398, 1805, 745, 13, 685, 253, 3095, 37031, 2010, 1981, 13, 253, 9185, 13458, 13, 253, 13, 637, 14427, 267, 22569, 13, 840, 326, 512, 273, 352, 15, 369, 342, 4555, 253, 14284, 273, 247, 278, 2679, 442, 253, 7773, 10636, 254, 25530, 752, 597, 497, 253, 1652, 1469, 3226, 434, 1481, 4076, 745, 617, 13574, 281, 17639, 1078, 271, 327, 2819, 9539, 327, 273, 323, 27662, 9049, 15, 41182, 15","1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1"
"3288","5092, 626, 74, 8564, 326, 3468, 434, 1199, 1066, 772, 672, 17888, 891, 3986, 281, 9635, 3971, 577, 619, 19041, 15, 13, 751, 665, 7085, 943, 2168, 15, 281, 320, 387, 1615, 253, 434, 3971, 15, 352, 434, 6389, 17819, 432, 15, 1060, 327, 562, 2282, 13, 8791, 15, 13, 627, 434, 1907, 480, 247, 1443, 327, 253, 6200, 3548, 626, 1175, 2800, 13048, 273, 8762, 1199, 772, 17888, 327, 253, 281, 479, 5599, 3216, 342, 625, 268, 434, 816, 4837, 670, 327, 253, 1046, 21413, 383, 7017, 637, 891, 1849, 15, 2455, 4307, 352, 342, 3936, 690, 15, 534, 310, 247, 1175, 673, 629, 273, 2139, 891, 1353, 417, 3192, 9729, 310, 247, 619, 673, 15, 1918, 480, 1443, 1175, 2716, 13915, 1066, 6818, 253, 2909, 3971, 285, 533, 891, 1056, 352, 344, 1293, 667, 1833, 5181, 1524, 1046, 15229, 2181, 7596, 15, 891, 275, 253, 5603, 2170, 13, 2118, 3212, 480, 253, 1941, 1443, 434, 715, 9988, 247, 19176, 13, 285, 13, 1462, 285, 344, 627, 434, 627, 18727, 281, 16524, 479, 751, 344, 434, 1078, 247, 619, 45432, 21242, 3369, 434, 1014, 1527, 15, 15","0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1"
"3289","22309, 891, 12661, 4831, 337, 1157, 6195, 20, 398, 4503, 15, 323, 512, 1580, 642, 581, 1057, 667, 1333, 5299, 253, 281, 7522, 253, 24740, 13, 642, 581, 7484, 556, 625, 987, 16, 685, 22829, 2571, 285, 3021, 512, 14125, 281, 690, 452, 1781, 4503, 3570, 285, 3021, 512, 2567, 751, 943, 755, 337, 1157, 6195, 398, 22095, 591, 342, 1333, 495, 807, 15, 43813, 28284, 15, 1880, 253, 1436, 556, 840, 2659, 665, 943, 390, 417, 13, 1880, 755, 344, 253, 310, 17497, 390, 8845, 417, 432, 285, 1880, 326, 344, 310, 7484, 32840, 390, 417, 50276, 455, 858, 4503, 16, 5299, 891, 15, 22829, 70, 15, 5058, 9090, 5299, 281, 13, 7522, 253, 24740, 15, 285, 594, 512, 512, 943, 495, 452, 4503, 3570, 15, 285, 43813, 407, 39384, 1072, 275, 9317, 253, 4313, 13, 1016, 15245, 556, 4503, 273, 3570, 689, 12869, 17511, 3551, 616, 432, 10089, 13, 18934, 4166, 13, 6871, 29900, 13, 28594, 13, 16992, 3966, 15, 12851, 84, 15","0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1"
"3290","783, 30201, 7320, 783, 598, 1388, 281, 846, 253, 253, 8614, 13, 31313, 327, 16730, 13, 597, 2427, 253, 275, 806, 5254, 15, 1027, 10746, 2853, 15, 16723, 275, 273, 253, 952, 1077, 2393, 4131, 13, 355, 266, 285, 281, 4459, 295, 616, 39170, 50229, 253, 36905, 3890, 13, 281, 285, 2853, 29246, 39052, 13, 840, 247, 16723, 30201, 273, 281, 247, 815, 2788, 292, 2451, 275, 4828, 15, 15, 6860, 752, 369, 327, 24935, 352, 670, 253, 14237, 745, 326, 3534, 731, 15401, 1977, 352, 3589, 13, 10776, 626, 12200, 253, 6150, 816, 326, 597, 285, 3260, 849, 352, 24935, 745, 15401, 15, 25286, 512, 4307, 15, 4931, 1037, 352, 13, 369, 253, 3480, 1269, 74, 273, 9719, 13, 253, 9024, 6793, 15, 5772, 4536, 13, 355, 858, 266, 574, 253, 21434, 281, 513, 247, 10534, 253, 7285, 15, 1269, 246, 74, 13, 665, 981, 604, 1071, 327, 344, 1869, 731, 15, 1642, 731, 670, 4882, 670, 352, 275, 13, 1537, 1620, 253, 16059, 13, 452, 281, 789, 247, 1388, 390, 253, 275, 2502, 8660, 273, 521, 1495, 13, 4352, 253, 562, 253, 27714, 2135, 15, 11693, 15, 752, 369, 352, 1160, 352, 751, 3282, 281, 275, 326, 2986, 762, 2761, 253, 512, 6114, 273, 521, 21607, 387, 2360, 686, 5658, 1472, 10305, 352, 15, 651, 671, 344, 320, 24935, 2183, 745, 15401, 15, 2994, 15","1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1"
